product_id,price,stock_quantity,stock_status,onsale_web,id_web,post_title,post_name,total_sales,z_score
5747.0,24.5,1.0,instock,1.0,15631,Thibaud Boudignon Anjou Blanc 2018,boudignon-anjou-blanc-2018,21,-0.2874141094865068
4138.0,25.7,0.0,outofstock,1.0,15341,Zind-Humbrecht Zind 2017,zind-humbrecht-vdf-zind-2017,6,-0.24426497787710127
4924.0,12.8,0.0,outofstock,1.0,16276,Cave de Castelmaure Corbières Rouge Grande Cuvée 2017,cave-de-castelmaure-corbieres-rouge-grande-cuvee-2017,0,-0.7081181426782113
5479.0,10.2,69.0,instock,1.0,16305,Domaine Bulliat Beaujolais Blanc 2019,domaine-bulliat-beaujolais-blanc-2019,3,-0.8016079278319235
5796.0,12.5,12.0,instock,1.0,13895,Château Saransot-Dupré Bordeaux Blanc 2016,chateau-saransot-dupre-bordeaux-blanc-2016,0,-0.7189054255805627
5912.0,57.0,8.0,instock,1.0,15227,Kingsbarns Distillery Lowland Single Malt Whisky,whisky-kingsbarns-lowland-single-malt,0,0.8812082049348946
4682.0,9.1,26.0,instock,1.0,15575,Château Plaisance Fronton Rouge 2017,chateau-plaisance-fronton-2017,6,-0.8411612984738785
5002.0,64.9,1.0,instock,1.0,14580,David Duband Morey-Saint-Denis 1er Cru Les Broc 2016,david-duband-morey-saint-denis-1er-cru-les-broc-2016,0,1.1652733213634816
5618.0,71.3,31.0,instock,1.0,15921,"Albert Boxler Riesling Grand Cru Sommerberg ""D"" 2018",albert-boxler-riesling-grand-cru-sommerberg-d-2018,0,1.395402023280311
4709.0,44.0,0.0,outofstock,1.0,10775,Albert Mann Pinot Gris Vendanges Tardives Altenbourg 2011,albert-mann-pinot-gris-vendanges-tardives-altenbourg-2011,0,0.413759279166334
4684.0,18.1,25.0,instock,1.0,14451,Château Plaisance Fronton To Co Que Cal 2015,chateau-plaisance-fronton-to-co-que-cal-2015,3,-0.5175428114033366
6920.0,50.5,1.0,instock,1.0,15740,Château Jean Faure Saint-Emilion Grand Cru 2015,jean-faure-saint-emilion-grand-cru-2015,0,0.6474837420506143
4400.0,44.0,0.0,outofstock,1.0,14768,Cognac Frapin 1270,cognac-frapin-1270,0,0.413759279166334
5722.0,7.1,118.0,instock,1.0,15026,Domaine de l'Hortus Pays de l'Hérault Le Loup Dans La Bergerie 2018,domaine-de-lhortus-herault-loup-bergerie-2018,19,-0.9130765178228878
4192.0,17.8,43.0,instock,1.0,15605,Château de La Liquière Faugères Cistus Rouge 2017,chateau-de-la-liquiere-faugeres-cistus-rouge-2017,5,-0.528330094305688
5397.0,24.0,6.0,instock,1.0,12496,Chili De Martino Viejas Tinajas Cinsault 2013,chili-de-martino-viejas-tinajas-cinsault-2013,0,-0.30539291432375915
4100.0,15.8,7.0,instock,1.0,13416,Emile Boeckel Gewurztraminer Grand Cru Zotzenberg 2016,boeckel-gewurzt-gc-zotzenberg-2016,0,-0.6002453136546974
4672.0,17.8,5.0,instock,1.0,14676,Domaine Pellé Menetou Salon Rouge Morogues 2017,pelle-menetou-salon-rouge-morogues-2017,0,-0.528330094305688
4723.0,29.0,5.0,instock,1.0,15879,François Baur Pinot Noir Sang Du Dragon 2017,francois-baur-pinot-noir-sang-du-dragon-2017,3,-0.12560486595123588
5544.0,61.6,0.0,outofstock,1.0,14828,Marc Colin Et Fils Chassagne-Montrachet Blanc Les Vide-Bourses 1er Cru 2016,marc-colin-et-fils-chassagne-montrachet-blanc-les-vide-bourses-1er-cru-2016,0,1.046613209437616
4086.0,16.4,31.0,instock,1.0,16013,Rimauresq Côtes de Provence Blanc Cru Classé 2019,rimauresq-cotes-de-provence-cru-classe-blanc-2019,4,-0.5786707478499946
5580.0,83.7,18.0,instock,1.0,13982,Lucien Boillot Puligny-Montrachet 1er Cru Les Perrières 2016,lucien-boillot-puligny-montrachet-1er-cru-les-perrieres-2016,0,1.841276383244169
5613.0,19.2,11.0,instock,1.0,14855,Albert Boxler Chasselas 2016,albert-boxler-chasselas-2016,6,-0.47798944076138156
4715.0,11.1,30.0,instock,1.0,15196,Domaine Schoenheitz Pinot Blanc Val Saint Grégoire 2017,domaine-schoenheitz-pinot-blanc-val-saint-gregoire-2017,0,-0.7692460791248692
4650.0,25.3,14.0,instock,1.0,15206,Thierry Germain Saumur Blanc L'Insolite 2018,thierry-germain-saumur-blanc-linsolite-2018,5,-0.2586480217469031
5504.0,13.8,35.0,instock,1.0,16146,Château de la Selve Coteaux de l'Ardèche Blanc Saint-Régis Blanc 2019,chateau-de-la-selve-igp-coteaux-de-lardeche-st-regis-blanc-2019,3,-0.6721605330037066
6128.0,10.6,50.0,instock,1.0,14569,Moulin de Gassac IGP Pays d'Hérault Blanc Faune 2017,moulin-de-gassac-igp-pays-dherault-faune-2017,3,-0.7872248839621215
